1, 32, 0.000266, 0.100191, 0.000273, 0.015679, 0.000217, 0.046937, 0.000640, 0.000273, 0.015679, 0.000217, 0.046937, 0.000640
1, 128, 0.000281, 1.051508, 0.000427, 0.159218, 0.000196, 0.492077, 0.000988, 0.000427, 0.159218, 0.000196, 0.492077, 0.000988
1, 512, 0.000369, 16.417460, 0.001800, 2.399720, 0.000509, 7.830325, 0.004750, 0.001800, 2.399720, 0.000509, 7.830325, 0.004750
1, 2048, 0.000476, 265.108023, 0.012759, 38.588214, 0.003494, 126.589278, 0.021782, 0.012759, 38.588214, 0.003494, 126.589278, 0.021782
2, 32, 0.000291, 0.065140, 0.003896, 0.014575, 0.008323, 0.032875, 0.017174, 0.001424, 0.011947, 0.003444, 0.030437, 0.004454
2, 128, 0.000276, 0.533428, 0.002254, 0.083119, 0.003703, 0.249492, 0.005594, 0.001881, 0.082575, 0.003265, 0.249086, 0.005183
2, 512, 0.000310, 8.801234, 0.090825, 1.304561, 0.100585, 4.302358, 0.367758, 0.005669, 1.264084, 0.007096, 4.241464, 0.014389
2, 2048, 0.000428, 133.763576, 0.333488, 19.652890, 0.305230, 63.996781, 0.971970, 0.020306, 19.421583, 0.029141, 63.776989, 0.053889
4, 32, 0.000368, 0.057895, 0.005759, 0.015614, 0.012188, 0.029590, 0.021373, 0.002377, 0.014522, 0.009463, 0.027225, 0.011600
4, 128, 0.000404, 0.519629, 0.053923, 0.080778, 0.040659, 0.285595, 0.163514, 0.002621, 0.075363, 0.010636, 0.260462, 0.013952
4, 512, 0.000394, 7.282343, 0.590271, 1.203175, 0.589699, 4.086297, 2.105219, 0.006678, 0.953734, 0.017935, 3.739434, 0.034182
4, 2048, 0.000500, 121.309811, 11.639861, 18.819882, 8.966169, 68.588262, 36.878492, 0.023355, 15.556924, 0.061447, 62.640814, 0.099125
8, 32, 0.154265, 0.639504, 0.009707, 0.295697, 0.292951, 0.515174, 0.507365, 0.006999, 0.098326, 0.095620, 0.327840, 0.320007
8, 128, 0.225991, 0.939478, 0.084344, 0.300548, 0.248300, 0.610022, 0.491739, 0.011717, 0.131260, 0.097199, 0.462476, 0.263377
8, 512, 0.227981, 5.916671, 0.250295, 1.534782, 0.883141, 3.307956, 1.417290, 0.012080, 0.840632, 0.326530, 2.887458, 0.558012
8, 2048, 0.005932, 64.829604, 3.542651, 9.461763, 2.820280, 34.877207, 10.247369, 0.023615, 8.505887, 0.109719, 32.660714, 0.202846